;Kingdom;Phylum;Class;Order;Family;Genus
ASV_1512;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NA
ASV_1513;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group
ASV_1514;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiogranum
ASV_1515;Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Phormidesmiaceae;Acrophormium PCC-7375
ASV_1516;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6
ASV_1517;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_1518;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1520;Bacteria;NA;NA;NA;NA;NA
ASV_1521;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib
ASV_1522;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
ASV_1523;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1524;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV_1525;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
ASV_1526;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;NA
ASV_1527;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV_1529;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella
ASV_1530;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_1531;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1532;Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;NA
ASV_1534;Bacteria;Spirochaetota;NA;NA;NA;NA
ASV_1536;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_1539;Bacteria;Actinobacteriota;Actinobacteria;PeM15;NA;NA
ASV_1540;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_1541;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tamlana
ASV_1542;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
ASV_1544;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1545;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiibacterium
ASV_1546;Bacteria;NA;NA;NA;NA;NA
ASV_1547;Bacteria;NA;NA;NA;NA;NA
ASV_1548;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;NA
ASV_1549;Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;NA;NA
ASV_1550;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter
ASV_1551;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
ASV_1553;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1554;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter
ASV_1555;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter
ASV_1556;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1557;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA
ASV_1558;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1559;Bacteria;NA;NA;NA;NA;NA
ASV_1560;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA
ASV_1561;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
ASV_1562;Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;NA
ASV_1563;Bacteria;NA;NA;NA;NA;NA
ASV_1564;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1565;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
ASV_1566;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_1567;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_1568;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita
ASV_1569;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV_1572;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;NA
ASV_1573;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1574;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;NA
ASV_1575;Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;NA
ASV_1576;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Turneriella
ASV_1577;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
ASV_1578;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA
ASV_1579;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;NA
ASV_1580;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_1582;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1584;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_1585;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_1586;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA
ASV_1587;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;NA
ASV_1588;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1589;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1590;Bacteria;NA;NA;NA;NA;NA
ASV_1591;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
ASV_1592;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_1594;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
ASV_1595;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3
ASV_1596;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA
ASV_1597;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA
ASV_1598;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1599;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_1600;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade
ASV_1601;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
ASV_1602;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_1604;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;EC94;NA
ASV_1605;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_1606;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium
ASV_1608;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA
ASV_1609;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_1610;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1611;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1612;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
ASV_1614;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1615;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia
ASV_1618;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_1619;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
ASV_1620;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1621;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;EC94;NA
ASV_1622;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1623;Bacteria;NA;NA;NA;NA;NA
ASV_1625;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium
ASV_1626;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1627;Bacteria;NA;NA;NA;NA;NA
ASV_1628;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV_1629;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1630;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib
ASV_1631;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_1632;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_1633;Bacteria;Poribacteria;NA;NA;NA;NA
ASV_1634;Bacteria;NA;NA;NA;NA;NA
ASV_1635;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
ASV_1636;Bacteria;NA;NA;NA;NA;NA
ASV_1639;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_1640;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1645;Bacteria;NA;NA;NA;NA;NA
ASV_1647;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1648;Bacteria;NA;NA;NA;NA;NA
ASV_1649;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SH3-11
ASV_1650;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1651;Bacteria;NA;NA;NA;NA;NA
ASV_1652;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_1653;Bacteria;NA;NA;NA;NA;NA
ASV_1655;Bacteria;NA;NA;NA;NA;NA
ASV_1656;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia
ASV_1657;Bacteria;Cyanobacteria;Vampirivibrionia;Caenarcaniphilales;NA;NA
ASV_1658;Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;NA;NA
ASV_1660;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;NA
ASV_1661;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_1662;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_1663;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA
ASV_1664;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_1665;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira
ASV_1666;Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;NA;NA
ASV_1667;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_1668;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_1669;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA
ASV_1670;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_1671;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_1672;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula
ASV_1674;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1675;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
ASV_1676;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
ASV_1677;Bacteria;NA;NA;NA;NA;NA
ASV_1678;Bacteria;NA;NA;NA;NA;NA
ASV_1679;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda
ASV_1680;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA
ASV_1681;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;NA
ASV_1682;Bacteria;Proteobacteria;Alphaproteobacteria;AT-s3-44;NA;NA
ASV_1683;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
ASV_1684;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_1685;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_1686;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA
ASV_1688;Bacteria;NA;NA;NA;NA;NA
ASV_1689;Bacteria;NA;NA;NA;NA;NA
ASV_1690;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA
ASV_1691;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group
ASV_1692;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas
ASV_1693;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium
ASV_1694;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1695;Bacteria;Chloroflexi;TK17;NA;NA;NA
ASV_1696;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_1697;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter
ASV_1698;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
ASV_1699;Bacteria;NA;NA;NA;NA;NA
ASV_1701;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna
ASV_1702;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;NA;NA
ASV_1703;Bacteria;NA;NA;NA;NA;NA
ASV_1704;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Aureibacter
ASV_1705;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio
ASV_1706;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;Pseudobacteriovorax
ASV_1707;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_1708;Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Phormidesmiaceae;Acrophormium PCC-7375
ASV_1710;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1711;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
ASV_1712;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_1713;Bacteria;NA;NA;NA;NA;NA
ASV_1715;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;NA;NA
ASV_1716;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;NA;NA
ASV_1717;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
ASV_1718;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA
ASV_1720;Bacteria;Poribacteria;NA;NA;NA;NA
ASV_1721;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1722;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
ASV_1724;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1725;Bacteria;Actinobacteriota;Actinobacteria;PeM15;NA;NA
ASV_1726;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1728;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313
ASV_1729;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_1730;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albidovulum
ASV_1731;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA
ASV_1732;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1733;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina
ASV_1734;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;NA
ASV_1735;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiivirga
ASV_1739;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1741;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Turneriella
ASV_1742;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA
ASV_1743;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1744;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;NA
ASV_1745;Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;NA;NA
ASV_1746;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_1747;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1748;Bacteria;Margulisbacteria;NA;NA;NA;NA
ASV_1749;Bacteria;NA;NA;NA;NA;NA
ASV_1750;Bacteria;NA;NA;NA;NA;NA
ASV_1751;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_1753;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania
ASV_1755;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Parahaliea
ASV_1756;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiogranum
ASV_1757;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Endothiovibrio
ASV_1760;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
ASV_1761;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;NA
ASV_1762;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA
ASV_1763;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
ASV_1764;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
ASV_1765;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Lacihabitans
ASV_1767;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA
ASV_1769;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1770;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1772;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Dechloromonas
ASV_1773;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;NA
ASV_1775;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum
ASV_1776;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium
ASV_1780;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinibacterium
ASV_1782;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus
ASV_1783;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Haloferula
ASV_1784;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1785;Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter
ASV_1786;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade
ASV_1787;Bacteria;NA;NA;NA;NA;NA
ASV_1788;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus
ASV_1789;Bacteria;NA;NA;NA;NA;NA
ASV_1790;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
ASV_1791;Bacteria;Proteobacteria;Alphaproteobacteria;AT-s3-44;NA;NA
ASV_1792;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_1793;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;NA
ASV_1794;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA
ASV_1796;Bacteria;NA;NA;NA;NA;NA
ASV_1797;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rubripirellula
ASV_1798;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;NA
ASV_1800;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1801;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_1802;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group
ASV_1803;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_1804;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_1806;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;C39
ASV_1807;Bacteria;NA;NA;NA;NA;NA
ASV_1808;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1809;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1810;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;BD2-7;NA
ASV_1811;Bacteria;NA;NA;NA;NA;NA
ASV_1812;Bacteria;NA;NA;NA;NA;NA
ASV_1813;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_1814;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Microbulbiferaceae;Microbulbifer
ASV_1816;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_1817;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;NA
ASV_1819;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;NA
ASV_1820;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_1821;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;NA;NA;NA
ASV_1822;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_1823;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiivirga
ASV_1824;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1825;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Flectobacillus
ASV_1826;Bacteria;NA;NA;NA;NA;NA
ASV_1827;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_1828;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_1830;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_1832;Bacteria;NA;NA;NA;NA;NA
ASV_1834;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA
ASV_1836;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;NA;NA
ASV_1838;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;NA
ASV_1839;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
ASV_1840;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
ASV_1841;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_1842;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter
ASV_1843;Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA
ASV_1844;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;NA
ASV_1845;Bacteria;Schekmanbacteria;NA;NA;NA;NA
ASV_1846;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_1847;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_1849;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albidovulum
ASV_1850;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_1851;Bacteria;Margulisbacteria;NA;NA;NA;NA
ASV_1852;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_1853;Bacteria;NA;NA;NA;NA;NA
ASV_1854;Bacteria;NA;NA;NA;NA;NA
ASV_1855;Bacteria;Poribacteria;NA;NA;NA;NA
ASV_1856;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
ASV_1858;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
ASV_1859;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV_1862;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
ASV_1863;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
